VESSEL,CRUISE,P_STA_NO,SEAMAP,SAMPLE_NO,STA_LAT,STA_LON,STA_DPTH,GEAR_IN,GEAR_OUT,TOW_TIME,TOW_PAT,GEAR_ICD,MESH_ICD,VOL_FILT,TAXON,TOT_LARVAE,TAXA_NOTES,SAMPLE_NOTES,COMMENTS,DEPTH_ESRF,DEPTH_EMID,DEPTH_EMAX,DEPTH_EWTR,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,OXYSURF,OXYMID,OXYMAX
04,0317,038,B004,50577,26.9998,-86.9845,2946.00,07MAY2016:18:39:48,07MAY2016:18:49:52,10.06,H,03,09,.,NO TUNA LARVAE CAUGH,0,,,,2,101,202,2946,26.5,25.67,21.89,36.346,36.28,36.88,6.5,6.2,4.8
04,0317,039,B076,50582,26.4997,-87.0052,2946.00,07MAY2016:23:27:52,07MAY2016:23:37:53,10.01,H,03,09,.,NO TUNA LARVAE CAUGH,0,,,,2,101,201,2946,26.36,25.78,25.45,36.321,36.267,36.595,6.4,6.4,5.4
04,0317,040,B009,50587,26.2840,-87.0035,3093.00,08MAY2016:02:22:02,08MAY2016:02:32:03,10.01,H,03,09,.,Katsuwonus pelamis,1,,,,2,101,201,3093,26.39,25.91,25.65,36.316,36.272,36.41,6.5,6.3,5.8
04,0317,040,B009,50587,26.2840,-87.0035,3093.00,08MAY2016:02:22:02,08MAY2016:02:32:03,10.01,H,03,09,.,Thunnus spp,1,,,,2,101,201,3093,26.39,25.91,25.65,36.316,36.272,36.41,6.5,6.3,5.8
04,0317,040,B009,50587,26.2840,-87.0035,3093.00,08MAY2016:02:22:02,08MAY2016:02:32:03,10.01,H,03,09,.,Thunnus thynnus,0,,,,2,101,201,3093,26.39,25.91,25.65,36.316,36.272,36.41,6.5,6.3,5.8
04,0317,041,B273,50592,26.0098,-87.5050,3145.90,08MAY2016:07:21:44,08MAY2016:07:31:52,10.13,H,03,09,.,Katsuwonus pelamis,2,,,,3,101,201,3146,26.24,25.76,25.58,36.295,36.265,36.286,6.5,6.4,6.1
04,0317,041,B273,50592,26.0098,-87.5050,3145.90,08MAY2016:07:21:44,08MAY2016:07:31:52,10.13,H,03,09,.,Thunnus spp,0,,,,3,101,201,3146,26.24,25.76,25.58,36.295,36.265,36.286,6.5,6.4,6.1
04,0317,041,B273,50592,26.0098,-87.5050,3145.90,08MAY2016:07:21:44,08MAY2016:07:31:52,10.13,H,03,09,.,Thunnus thynnus,0,,,,3,101,201,3146,26.24,25.76,25.58,36.295,36.265,36.286,6.5,6.4,6.1
04,0317,042,B010,50597,26.0043,-88.0002,3008.70,08MAY2016:12:09:07,08MAY2016:12:19:13,10.10,H,03,09,.,NO TUNA LARVAE CAUGH,0,,,,2,101,201,3009,26.38,25.96,24.65,36.324,36.282,36.802,6.4,6.3,5.1
04,0317,043,B066,50602,26.5113,-88.0010,2706.90,08MAY2016:16:15:28,08MAY2016:16:25:32,10.06,H,03,09,.,NO TUNA LARVAE CAUGH,0,,,,2,101,201,2707,26.48,25.94,23.73,36.342,36.277,36.875,6.4,6.3,5
04,0317,044,B011,50607,27.0008,-87.9947,2745.00,08MAY2016:20:36:56,08MAY2016:20:46:56,10.00,H,03,09,.,NO TUNA LARVAE CAUGH,0,,,,3,102,203,2745,26.71,25.52,20.85,36.364,36.517,36.677,6.4,5.5,4.8
04,0317,045,B288,50612,27.0053,-88.5055,2654.00,09MAY2016:01:31:37,09MAY2016:01:41:40,10.05,H,03,09,.,Katsuwonus pelamis,0,,two exocetidae 137mm and 155mm removed from sample,,2,101,201,2654,26.56,22.35,17.08,36.518,36.486,36.302,6.4,5.8,4.4
04,0317,045,B288,50612,27.0053,-88.5055,2654.00,09MAY2016:01:31:37,09MAY2016:01:41:40,10.05,H,03,09,.,Thunnus spp,1,,two exocetidae 137mm and 155mm removed from sample,,2,101,201,2654,26.56,22.35,17.08,36.518,36.486,36.302,6.4,5.8,4.4
04,0317,045,B288,50612,27.0053,-88.5055,2654.00,09MAY2016:01:31:37,09MAY2016:01:41:40,10.05,H,03,09,.,Thunnus thynnus,0,,two exocetidae 137mm and 155mm removed from sample,,2,101,201,2654,26.56,22.35,17.08,36.518,36.486,36.302,6.4,5.8,4.4
04,0317,046,B012,50617,27.0072,-88.9988,2430.90,09MAY2016:06:16:56,09MAY2016:06:27:04,10.13,H,03,09,.,Katsuwonus pelamis,1,,215MM EXOCOETIDAE REMOVED FROM SAMPLE,,2,101,201,2448,25.83,21,16.24,36.48,36.505,36.162,6.4,5.2,4.2
04,0317,046,B012,50617,27.0072,-88.9988,2430.90,09MAY2016:06:16:56,09MAY2016:06:27:04,10.13,H,03,09,.,Thunnus spp,1,,215MM EXOCOETIDAE REMOVED FROM SAMPLE,,2,101,201,2448,25.83,21,16.24,36.48,36.505,36.162,6.4,5.2,4.2
04,0317,046,B012,50617,27.0072,-88.9988,2430.90,09MAY2016:06:16:56,09MAY2016:06:27:04,10.13,H,03,09,.,Thunnus thynnus,0,,215MM EXOCOETIDAE REMOVED FROM SAMPLE,,2,101,201,2448,25.83,21,16.24,36.48,36.505,36.162,6.4,5.2,4.2
04,0317,047,B063,50622,26.5133,-89.0052,2867.90,09MAY2016:10:48:13,09MAY2016:10:58:23,10.16,H,03,09,.,NO TUNA LARVAE CAUGH,0,,,,3,101,202,2868,25.34,21.3,16.44,36.4,36.457,36.195,6.5,5.9,4.3
04,0317,048,B013,50627,26.0140,-89.0003,3109.30,09MAY2016:16:10:08,09MAY2016:16:20:14,10.10,H,03,09,.,NO TUNA LARVAE CAUGH,0,,,,2,103,205,3109,25.39,21.38,16.45,36.439,36.435,36.185,6.6,6.5,4.2
04,0317,049,B291,50632,26.0080,-89.4983,3294.00,09MAY2016:20:21:46,09MAY2016:20:31:48,10.03,H,03,09,.,NO TUNA LARVAE CAUGH,0,,,,3,101,202,3294,25.56,20.23,14.88,36.358,36.527,35.934,6.6,4.2,4
