STATION_PK_SEQ,EVENT_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,OPERATION,EVENT_DATE,CTD_CAST_NUMBER,SITE_ID,LATITUDE,LONGITUDE,SURVEY_PERIOD,REGION,PLANKTON_STRATUM,GROUNDFISH_STRATUM,SURFACE_TEMPERATURE,SURFACE_TEMPERATURE_INSTRUMENT,TOW_PROFILE,TOW_PROTOCOL,TOW_TIME_DURATION,TOW_MAXIMUM_DEPTH,MAXIMUM_WIRE_OUT,BOTTOM_DEPTH_MAX_WIRE_OUT,EVENT_COMMENT,CNV_STRNUM,CNV_REG,CNV_SUBREG,CNV_OTHNUM,DOE,DOC,UOE,UOC,SAMPLING_PROGRAM
38798,70328,GU1608,207,222,BON/CTD,6/15/16 6:57,183,207,40.5817,-71.085,,SNE,19,1060,14.18,C,OBL,STD,470,68,,72,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38799,70329,GU1608,208,223,BON/CTD,6/15/16 8:11,184,208,40.6633,-70.9183,,SNE,19,1060,13.89,C,OBL,STD,463,64,,68,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38800,70330,GU1608,209,224,BON/CTD,6/15/16 9:25,185,209,40.7483,-70.755,,SNE,19,1060,13.67,C,OBL,STD,457,58,,63,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38801,70331,GU1608,210,225,BON/CTD,6/15/16 11:53,186,210,40.7467,-71.2533,,SNE,19,1060,14.1,C,OBL,STD,408,56,,61,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38802,70332,GU1608,211,226,BON/CTD,6/15/16 13:15,187,211,40.7483,-71.5017,,SNE,19,1060,14.57,C,OBL,STD,537,58,,63,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38803,70333,GU1608,212,227,BON/CTD,6/15/16 15:30,188,212,40.6633,-71.9133,,SNE,20,1050,15.49,C,OBL,STD,500,47,,52,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38804,70334,GU1608,213,228,BON/CTD,6/15/16 17:30,189,213,40.6617,-72.2533,,SNE,20,1050,14.8,C,OBL,STD,329,46,,49,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38805,70335,GU1608,214,229,BON/CTD,6/15/16 19:15,190,214,40.8317,-72.0017,,SNE,20,1050,14.89,C,OBL,STD,343,36,,42,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38806,70336,GU1608,215,230,BON/CTD,6/15/16 21:35,191,215,40.915,-71.5867,,SNE,20,1050,15.96,C,OBL,STD,389,52,,56,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38807,70337,GU1608,216,231,BON/CTD,6/15/16 23:49,192,216,41.0783,-71.3217,,SNE,20,1050,15.46,C,OBL,STD,319,38,,42,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38808,70338,GU1608,217,232,BON/CTD,6/16/16 0:56,193,217,41.165,-71.3183,,SNE,20,1050,15.24,C,OBL,STD,278,39,,43,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38809,70339,GU1608,218,233,BON/CTD,6/18/16 11:11,194,218,39.6,-71.2983,,SNE,60,,18.45,C,OBL,OT,974,27,,2168,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38810,70340,GU1608,219,234,BON/CTD,6/18/16 13:28,195,219,39.265,-71.2983,,SNE,58,,18.02,C,OBL,OT,785,26,,2681,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38811,70341,GU1608,220,235,BON/CTD,6/18/16 15:44,196,220,38.9333,-71.3033,,SNE,58,,17.39,C,OBL,OT,781,26,,2800,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38812,70342,GU1608,221,236,BON/CTD,6/18/16 17:58,197,221,38.6,-71.305,,SNE,58,,21.73,C,OBL,OT,773,26,,2869,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38813,70343,GU1608,222,237,BON/CTD,6/18/16 19:09,198,222,38.46,-71.345,,SNE,58,,21.94,C,OBL,OT,691,26,,2917,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38814,70344,GU1608,223,238,BON/CTD,6/18/16 20:18,199,223,38.325,-71.38,,SNE,58,,23.58,C,OBL,OT,641,26,,2973,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38815,70345,GU1608,224,239,BON/CTD,6/18/16 21:32,200,224,38.18,-71.4167,,,,,23.54,C,OBL,OT,622,26,,3061,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38816,70346,GU1608,225,240,BON/CTD,6/18/16 22:52,201,225,38.04,-71.4483,,,,,27.33,C,OBL,OT,790,27,,3168,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38817,70347,GU1608,226,241,BON/CTD,6/19/16 0:36,202,226,37.8983,-71.505,,,,,28.2,C,OBL,OT,583,26,,3242,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38818,70348,GU1608,227,242,BON/CTD,6/19/16 2:48,203,227,37.885,-71.7117,,,,,28.18,C,OBL,OT,597,26,,3153,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38819,70349,GU1608,228,243,BON/CTD,6/19/16 6:45,204,228,37.86,-72.14,,,,,27.28,C,OBL,OT,774,27,,3200,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38820,70350,GU1608,229,244,BON/CTD,6/19/16 9:37,205,229,37.8267,-72.5717,,MAB,54,,23.65,C,OBL,OT,637,26,,2911,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38821,70351,GU1608,230,245,BON/CTD,6/19/16 12:02,206,230,37.8,-73,,MAB,54,,16.94,C,OBL,OT,594,28,,2739,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38822,70352,GU1608,231,246,BON/CTD,6/19/16 14:09,207,231,37.4817,-73.1167,,MAB,54,,24.26,C,OBL,OT,590,26,,2916,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38823,70353,GU1608,232,247,BON/CTD,6/19/16 16:50,208,232,37.1617,-73.24,,MAB,54,,24.47,C,OBL,OT,727,26,,2937,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38824,70354,GU1608,233,248,BON/CTD,6/19/16 18:53,209,233,37.0017,-73.3017,,MAB,52,,27.53,C,OBL,OT,745,26,,3030,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38825,70355,GU1608,234,249,BON/CTD,6/19/16 20:59,210,234,37,-73.5,,MAB,52,,25.98,C,OBL,OT,741,26,,2862,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38826,70356,GU1608,235,250,BON/CTD,6/19/16 22:45,211,235,37.0017,-73.6983,,MAB,52,,25.16,C,OBL,OT,607,26,,2721,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38827,70357,GU1608,236,251,BON/CTD,6/20/16 0:22,212,236,37.0017,-73.8983,,MAB,52,,24.62,C,OBL,OT,643,26,,2490,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38828,70358,GU1608,237,252,BON/CTD,6/20/16 1:32,213,237,36.8833,-73.93,,MAB,52,,26.96,C,OBL,OT,607,26,,2624,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38829,70359,GU1608,238,253,BON/CTD,6/20/16 2:46,214,238,36.7683,-73.96,,MAB,52,,27.17,C,OBL,OT,663,26,,2628,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38830,70360,GU1608,239,254,BON/CTD,6/20/16 4:40,215,239,36.65,-74.1517,,MAB,52,,26.99,C,OBL,OT,700,26,,2353,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38831,70361,GU1608,240,255,BON/CTD,6/20/16 5:50,216,240,36.6483,-74.3017,,MAB,52,,26.7,C,OBL,OT,651,26,,2037,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
38832,70362,GU1608,241,256,BON/CTD,6/20/16 6:57,217,241,36.6483,-74.4517,,MAB,52,,25.64,C,OBL,OT,621,26,,1723,,,,,,22-Jul-16,22-Jul-16,PLANKTON,PLANKTON,
39063,70594,HB1603,2,2,BON/CTD,6/28/16 10:02,2,2,40.1833,-71.2833,,SNE,19,1060,17.19,C,OBL,OT,678,92,,96,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39064,70595,HB1603,3,3,BON/CTD,6/28/16 16:06,3,3,39.5667,-71.3817,,SNE,58,,19.07,C,OBL,OT,1213,203,,204,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39065,70596,HB1603,4,4,BON/CTD,6/28/16 22:24,4,4,39.7267,-72.315,,SNE,15,1020,18.04,C,OBL,OT,802,97,,101,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39066,70597,HB1603,9,9,BON/CTD,6/29/16 23:14,9,9,38.9483,-71.7283,,SNE,58,,21.52,C,OBL,OT,1120,203,,2495,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39067,70598,HB1603,10,12,BON/CTD,6/30/16 1:18,12,10,38.95,-71.52,,SNE,58,,20.11,C,OBL,OT,1255,203,,2600,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39068,70599,HB1603,11,13,BON/CTD,6/30/16 2:53,13,11,38.9233,-71.305,,SNE,58,,20.74,C,OBL,OT,1367,220,,2778,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39069,70600,HB1603,12,16,BON/CTD,6/30/16 4:53,16,12,38.9583,-71.0983,,SNE,58,,19.5,C,OBL,OT,1683,203,,2932,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39070,70601,HB1603,14,18,BON/CTD,6/30/16 15:59,18,14,38.09,-71.8233,,MAB,56,,23.66,C,OBL,OT,1172,196,,196,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39071,70602,HB1603,15,19,BON/CTD,7/1/16 0:23,19,15,37.405,-71.85,,,,,28.35,C,OBL,OT,1195,202,,3399,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39072,70603,HB1603,16,22,BON/CTD,7/1/16 2:25,22,16,37.4133,-71.905,,,,,28.33,C,OBL,OT,1219,211,,3351,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39073,70604,HB1603,17,23,BON/CTD,7/1/16 3:52,23,17,37.5483,-71.855,,,,,26.54,C,OBL,OT,1016,212,,3290,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39074,70605,HB1603,18,26,BON/CTD,7/1/16 5:53,26,18,37.6867,-71.8517,,,,,22.63,C,OBL,OT,1321,204,,3202,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39075,70606,HB1603,20,28,BON/CTD,7/1/16 15:54,28,20,36.6333,-72.0967,,,,,25.33,C,OBL,OT,1323,201,,3829,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39076,70607,HB1603,21,29,BON/CTD,7/1/16 23:10,29,21,37.29,-72.9717,,MAB,54,,27.92,C,OBL,OT,2279,196,,3046,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39077,70608,HB1603,22,31,BON/CTD,7/2/16 8:30,31,22,38.2917,-73.985,,MAB,7,1700,21.26,C,OBL,OT,517,68,,73,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39078,70609,HB1603,23,33,BON/CTD,7/2/16 23:06,33,23,38.615,-72.8383,,MAB,56,,21.98,C,OBL,OT,1272,204,,2162,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39079,70610,HB1603,26,37,BON/CTD,7/3/16 4:01,37,26,38.4067,-72.645,,MAB,56,,21.7,C,OBL,OT,1109,204,,2752,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39080,70611,HB1603,27,39,CTD/IKMT,7/3/16 5:29,39,27,38.3283,-72.5267,,MAB,56,,24.05,C,OBL,OT,376,22,,2925,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39080,70612,HB1603,27,40,BON/CTD,7/3/16 5:42,40,27,38.3217,-72.5267,,MAB,56,,24.15,C,OBL,OT,1280,203,,2928,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39081,70613,HB1603,29,42,BON/CTD,7/3/16 16:00,42,29,39.2717,-72.8233,,SNE,15,1020,21.2,C,OBL,OT,402,75,,83,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39082,70614,HB1603,30,43,BON/CTD,7/4/16 0:15,43,30,39.215,-71.67,,SNE,58,,21.16,C,OBL,OT,1029,203,,2382,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39083,70615,HB1603,33,47,BON/CTD,7/4/16 4:35,47,33,39.0483,-71.3467,,SNE,58,,20.65,C,OBL,OT,1313,204,,2808,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39084,70616,HB1603,35,50,BON/CTD,7/4/16 15:57,50,35,38.74,-70.6833,,SNE,58,,24.99,C,OBL,OT,1323,197,,3000,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39085,70617,HB1603,36,51,BON/CTD,7/4/16 22:59,51,36,38.3833,-69.875,,,,,28.05,C,OBL,OT,1003,206,,3529,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39085,70618,HB1603,36,52,CTD/IKMT,7/4/16 23:26,52,36,38.3967,-69.8383,,,,,27.95,C,OBL,OT,572,26,,3520,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39086,70619,HB1603,37,53,BON/CTD,7/5/16 2:01,53,37,38.4383,-70.0817,,,,,27.56,C,OBL,OT,1278,203,,3419,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39086,70620,HB1603,37,54,CTD/IKMT,7/5/16 2:29,54,37,38.435,-70.0583,,,,,27.61,C,OBL,OT,446,27,,3434,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39087,70621,HB1603,38,55,BON/CTD,7/5/16 3:51,55,38,38.485,-70.1683,,,,,25.64,C,OBL,OT,1230,203,,3326,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39087,70622,HB1603,38,56,CTD/IKMT,7/5/16 4:17,56,38,38.48,-70.1533,,,,,24.94,C,OBL,OT,406,28,,3338,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39088,70623,HB1603,42,60,BON/CTD,7/6/16 15:59,60,42,37.8367,-68.9317,,,,,27.69,C,OBL,OT,1300,203,,4124,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39089,70624,HB1603,43,61,BON/CTD,7/6/16 22:57,61,43,37.6683,-68.24,,,,,28.38,C,OBL,OT,1435,205,,4708,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39089,70625,HB1603,43,62,CTD/IKMT,7/6/16 23:32,62,43,37.6467,-68.2433,,,,,28.37,C,OBL,OT,437,27,,4719,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39090,70626,HB1603,44,63,BON/CTD,7/7/16 0:41,63,44,37.5,-68.2983,,,,,26.06,C,OBL,OT,1208,203,,4766,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39090,70627,HB1603,44,64,CTD/IKMT,7/7/16 1:07,64,44,37.4833,-68.29,,,,,25.52,C,OBL,OT,403,28,,4774,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39091,70628,HB1603,45,66,BON/CTD,7/7/16 2:35,66,45,37.3567,-68.2767,,,,,26.64,C,OBL,OT,1216,201,,4831,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39091,70629,HB1603,45,67,CTD/IKMT,7/7/16 3:00,67,45,37.3467,-68.26,,,,,26.33,C,OBL,OT,404,28,,4838,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39092,70630,HB1603,49,71,BON/CTD,7/7/16 15:50,71,49,38.2567,-68.11,,,,,27.8,C,OBL,OT,1641,201,,4406,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39093,70631,HB1603,50,72,BON/CTD,7/7/16 23:40,72,50,39.0667,-67.9033,,,,,25.62,C,OBL,OT,1505,204,,3629,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39093,70632,HB1603,50,73,CTD/IKMT,7/8/16 0:10,73,50,39.0433,-67.9167,,,,,25.56,C,OBL,OT,612,21,,3724,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39094,70633,HB1603,51,74,CTD/IKMT,7/8/16 1:14,74,51,38.9117,-67.9417,,,,,25.56,C,OBL,OT,392,23,,3793,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39094,70634,HB1603,51,75,BON/CTD,7/8/16 1:25,75,51,38.905,-67.9433,,,,,25.56,C,OBL,OT,1052,205,,3805,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39095,70635,HB1603,52,76,BON/CTD,7/8/16 2:34,76,52,38.775,-67.9783,,,,,25.67,C,OBL,OT,1096,205,,4053,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39095,70636,HB1603,52,77,CTD/IKMT,7/8/16 2:56,77,52,38.7683,-67.9867,,,,,25.62,C,OBL,OT,381,27,,4059,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39096,70637,HB1603,53,78,BON/CTD,7/8/16 4:00,78,53,38.6517,-68.0033,,,,,25.85,C,OBL,OT,1207,204,,4170,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39096,70638,HB1603,53,79,CTD/IKMT,7/8/16 4:25,79,53,38.64,-68.0017,,,,,25.81,C,OBL,OT,412,27,,4179,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39097,70639,HB1603,56,82,BON/CTD,7/8/16 15:51,82,56,39.6233,-67.7683,,,,,23.15,C,OBL,OT,1300,202,,3000,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39098,70640,HB1603,57,83,BON/CTD,7/8/16 23:37,83,57,40.425,-67.6883,,GB,26,1150,20.24,C,OBL,OT,1185,170,,220,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39099,70641,HB1603,59,85,BON/CTD,7/11/16 9:02,85,59,40.08,-72.85,,SNE,16,1010,22.31,C,OBL,OT,501,50,,53,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39100,70642,HB1603,60,87,BON/CTD,7/11/16 15:58,87,60,39.5433,-73.97,,MAB,13,3200,23.64,C,OBL,OT,345,19,,26,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39101,70643,HB1603,61,88,BON/CTD,7/11/16 23:46,88,61,39.1117,-74.4917,,MAB,12,3230,24.02,C,OBL,OT,411,16,,22,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39102,70644,HB1603,66,93,BON/CTD,7/12/16 9:04,93,66,38.69,-74.5767,,MAB,8,1690,24.16,C,OBL,OT,391,28,,33,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39103,70645,HB1603,67,95,BON/CTD,7/12/16 15:53,95,67,38.415,-74.8333,,MAB,9,3290,22.51,C,OBL,OT,390,16,,22,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39104,70646,HB1603,68,96,BON/CTD,7/12/16 22:12,96,68,38.605,-74.0417,,MAB,8,1690,24.57,C,OBL,OT,455,52,,55,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39105,70647,HB1603,69,97,BON/CTD,7/13/16 8:27,97,69,39.5333,-72.63,,SNE,15,1020,21.26,C,OBL,OT,524,79,,83,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39106,70648,HB1603,70,99,BON/CTD,7/13/16 15:54,99,70,39.38,-71.6883,,SNE,58,,23.94,C,OBL,OT,1200,203,,2200,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39107,70649,HB1603,71,100,BON/CTD,7/13/16 22:32,100,71,39.8317,-71.5283,,SNE,60,,22.84,C,OBL,OT,1377,202,,550,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39108,70650,HB1603,72,101,BON/CTD,7/19/16 9:01,101,72,40.2017,-71.2983,,SNE,19,1060,23.04,C,OBL,OT,698,92,,96,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39109,70651,HB1603,73,103,BON/CTD,7/19/16 16:01,103,73,39.6067,-70.49,,SNE,60,,25.01,C,OBL,OT,1457,215,,216,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39110,70652,HB1603,74,104,BON/CTD,7/19/16 21:49,104,74,40.1933,-70.385,,SNE,22,1110,23.57,C,OBL,OT,707,113,,117,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39111,70653,HB1603,79,109,BON/CTD,7/20/16 15:48,109,79,39.7983,-69.4833,,SNE,61,,25.35,C,OBL,OT,1174,203,,204,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39112,70654,HB1603,80,110,BON/CTD,7/20/16 22:53,110,80,40.1383,-68.805,,SNE,22,1110,20.28,C,OBL,OT,1079,172,,183,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39113,70655,HB1603,85,115,BON/CTD,7/21/16 15:47,115,85,40.3317,-68.1267,,GB,62,,19.84,C,OBL,OT,1190,200,,951,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39114,70656,HB1603,86,116,BON/CTD,7/21/16 22:57,116,86,40.2667,-67.4983,,GB,62,,21.89,C,OBL,OT,1521,202,,1384,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39115,70657,HB1603,88,118,CTD/IKMT,7/22/16 8:07,118,88,40.0067,-67.6533,,GB,62,,22.32,C,OBL,OT,615,21,,2832,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39115,70658,HB1603,88,119,BON/CTD,7/22/16 8:24,119,88,39.9967,-67.6533,,GB,62,,22.32,C,OBL,OT,1333,204,,2897,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39116,70659,HB1603,89,121,BON/CTD,7/22/16 15:47,121,89,39.6967,-66.6117,,,,,23.56,C,OBL,OT,1120,202,,4200,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39117,70660,HB1603,90,122,BON/CTD,7/22/16 23:05,122,90,39.3933,-65.6217,,,,,27.41,C,OBL,OT,1414,212,,4437,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39117,70661,HB1603,90,123,CTD/IKMT,7/22/16 23:33,123,90,39.3933,-65.6167,,,,,27.44,C,OBL,OT,431,26,,4424,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39118,70662,HB1603,95,128,BON/CTD,7/24/16 10:04,128,95,40.15,-67.2167,,GB,62,,22.28,C,OBL,OT,1214,201,,1800,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39119,70663,HB1603,96,129,BON/CTD,7/24/16 15:45,129,96,40.8233,-66.9233,,GB,27,1130,16.44,C,OBL,OT,560,89,,101,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39120,70664,HB1603,99,132,BON/CTD,7/25/16 8:56,132,99,40.7383,-66.3017,,GB,63,,21.31,C,OBL,OT,1306,204,,2500,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39121,70665,HB1603,100,134,BON/CTD,7/25/16 15:46,134,100,41.4283,-65.9733,,GB,28,1180,17.9,C,OBL,OT,1533,201,,348,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39122,70666,HB1603,101,135,BON/CTD,7/25/16 22:55,135,101,41.9517,-65.42,,GOM,68,,21.14,C,OBL,OT,1320,201,,1491,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39123,70667,HB1603,107,141,BON/CTD,7/27/16 15:46,141,107,41.6433,-64.965,,GOM,68,,22.02,C,OBL,OT,1531,202,,2726,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39124,70668,HB1603,110,144,BON/CTD,7/28/16 9:15,144,110,40.9233,-65.05,,,,,24.24,C,OBL,OT,1169,202,,3639,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39125,70669,HB1603,111,145,BON/CTD,7/28/16 15:49,145,111,40.1133,-65.1267,,,,,26.61,C,OBL,OT,1550,202,,4600,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39126,70670,HB1603,113,147,BON/CTD,7/29/16 8:04,147,113,39.3017,-65.205,,,,,26.78,C,OBL,OT,1466,204,,4846,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39128,70672,HB1603,115,151,BON/CTD,7/30/16 8:59,151,115,40.0717,-67.98,,GB,62,,21.96,C,OBL,OT,1109,204,,2209,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39129,70673,HB1603,116,153,BON/CTD,7/30/16 15:44,153,116,39.36,-68.5167,,,,,25.37,C,OBL,OT,1355,202,,3000,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39130,70674,HB1603,117,154,BON/CTD,7/30/16 23:01,154,117,38.9467,-69.185,,,,,24.72,C,OBL,OT,1469,204,,3278,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39130,70675,HB1603,117,155,CTD/IKMT,7/30/16 23:32,155,117,38.9433,-69.17,,,,,24.75,C,OBL,OT,579,22,,3264,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39131,70676,HB1603,120,158,BON/CTD,7/31/16 15:45,158,120,39.3283,-70.1633,,SNE,61,,25.57,C,OBL,OT,2627,203,,2671,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39132,70677,HB1603,121,159,BON/CTD,7/31/16 22:45,159,121,39.5717,-70.99,,SNE,60,,25.99,C,OBL,OT,1250,203,,2450,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39132,70678,HB1603,121,160,CTD/IKMT,7/31/16 23:10,160,121,39.585,-70.9983,,SNE,60,,25.98,C,OBL,OT,397,24,,2423,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39133,70679,HB1603,124,163,BON/CTD,8/1/16 15:52,163,124,40.2583,-70.825,,SNE,18,1070,24.2,C,OBL,OT,586,112,,123,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39134,70680,HB1603,125,164,BON/CTD,8/1/16 22:47,164,125,39.7333,-70.1267,,SNE,61,,26.13,C,OBL,OT,1202,203,,2058,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39135,70681,HB1603,129,168,BON/CTD,8/2/16 15:45,168,129,40.1483,-69.6333,,SNE,23,1100,20.31,C,OBL,OT,587,87,,95,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
39136,70682,HB1603,130,169,BON/CTD,8/2/16 22:57,169,130,39.9433,-68.8217,,SNE,61,,24.37,C,OBL,OT,1245,204,,1703,,,,,,11-Jan-17,11-Jan-17,PLANKTON,PLANKTON,
