STATION_PK_SEQ,EVENT_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,OPERATION,EVENT_DATE,CTD_CAST_NUMBER,SITE_ID,LATITUDE,LONGITUDE,GROUNDFISH_STRATUM,SURFACE_TEMPERATURE,TOW_PROFILE,TOW_PROTOCOL,TOW_TIME_DURATION,TOW_MAXIMUM_DEPTH,MAXIMUM_WIRE_OUT,BOTTOM_DEPTH_MAX_WIRE_OUT,DOE,DOC,UOE,UOC,wodcast,CTD_SSS,CTD_SST,CTD_BotDepth,DOY,GEAR_1,GEAR_VOLUME_FILTERED_1,ICH_HAUL_FACTOR_1,PRESERVATIVE_1,BLUEFIN_1,PROCESSED_1,GEAR_2,GEAR_VOLUME_FILTERED_2,ICH_HAUL_FACTOR_2,BLUEFIN_2,PRESERVATIVE_2,PROCESSED_2
39063,70594,HB1603,2,2,BON/CTD,28-Jun-2016 10:02:30,2,2,40.1833,-71.2833,1060,17.19,OBL,OT,678,92,NaN,96,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299124,32.6689987182617,17.9699993133545,96,180.417500019073,6B3,194.344,4.73,F5,0,Poland,6B3I,221.232,4.16,nan,E95,No
39064,70595,HB1603,3,3,BON/CTD,28-Jun-2016 16:06:16,3,3,39.5667,-71.3817,NaN,19.07,OBL,OT,1213,203,NaN,204,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299125,32.9099998474121,19.2700004577637,204,180.669166624546,6B3,289.907,7,F5,0,Poland,6B3I,354.495,5.73,nan,E95,No
39065,70596,HB1603,4,4,BON/CTD,28-Jun-2016 22:24:19,4,4,39.7267,-72.315,1020,18.04,OBL,OT,802,97,NaN,101,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299126,32.5359992980957,18.0400009155273,101,180.926666676998,6B3,236.747,4.1,F5,0,Poland,6B3I,285.455,3.4,nan,E95,No
39066,70597,HB1603,9,9,BON/CTD,29-Jun-2016 23:14:38,9,9,38.9483,-71.7283,NaN,21.52,OBL,OT,1120,203,NaN,2495,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299131,34.8880004882813,21.6399993896484,2495,181.964166641235,6B3,228.58,8.88,F5,0,Poland,6B3I,277.596,7.31,nan,E95,No
39067,70598,HB1603,10,12,BON/CTD,30-Jun-2016 01:18:10,12,10,38.95,-71.52,NaN,20.11,OBL,OT,1255,203,NaN,2600,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299134,33.9469985961914,20.8700008392334,2600,182.049166664481,6B3,313.385,6.48,F5,0,Poland,6B3I,377.818,5.37,nan,E95,No
39068,70599,HB1603,11,13,BON/CTD,30-Jun-2016 02:53:57,13,11,38.9233,-71.305,NaN,20.74,OBL,OT,1367,220,NaN,2778,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299135,33.4300003051758,20.7700004577637,2778,182.105416662991,6B3,305.768,7.19,F5,0,Poland,6B3I,368.861,5.96,nan,E95,No
39069,70600,HB1603,12,16,BON/CTD,30-Jun-2016 04:53:13,16,12,38.9583,-71.0983,NaN,19.5,OBL,OT,1683,203,NaN,2932,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299138,32.8699989318848,19.5100002288818,2932,182.188750013709,6B3,481.502,4.22,F5,0,Poland,6B3I,574.544,3.53,nan,E95,No
39070,70601,HB1603,14,18,BON/CTD,30-Jun-2016 15:59:46,18,14,38.09,-71.8233,NaN,23.66,OBL,OT,1172,196,NaN,196,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299140,35.1300010681152,23.6700000762939,2978,182.649583339691,6B3,289.75,6.76,F5,0,Poland,6B3I,343.763,5.7,nan,E95,No
39071,70602,HB1603,15,19,BON/CTD,01-Jul-2016 00:23:25,19,15,37.405,-71.85,NaN,28.35,OBL,OT,1195,202,NaN,3399,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299141,36.1349983215332,28.3299999237061,3399,183.009583333507,6B3,270.04,7.48,F5,0,Poland,6B3I,297.793,6.78,nan,E95,No
39072,70603,HB1603,16,22,BON/CTD,01-Jul-2016 02:25:16,22,16,37.4133,-71.905,NaN,28.33,OBL,OT,1219,211,NaN,3351,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299144,36.2789993286133,28.3199996948242,3351,183.09375,6B3,238.867,8.83,F5,1,Poland,6B3I,190.895,11.05,nan,E95,No
39073,70604,HB1603,17,23,BON/CTD,01-Jul-2016 03:52:34,23,17,37.5483,-71.855,NaN,26.54,OBL,OT,1016,212,NaN,3290,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299145,34.3650016784668,26.5599994659424,3290,183.146666660905,6B3,219.236,9.67,F5,0,Poland,6B3I,199.853,10.61,nan,E95,No
39074,70605,HB1603,18,26,BON/CTD,01-Jul-2016 05:53:28,26,18,37.6867,-71.8517,NaN,22.63,OBL,OT,1321,204,NaN,3202,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299148,34.625,22.6299991607666,3202,183.230416670442,6B3,341.496,5.97,F5,0,Poland,6B3I,388.72,5.25,nan,E95,No
39075,70606,HB1603,20,28,BON/CTD,01-Jul-2016 15:54:39,28,20,36.6333,-72.0967,NaN,25.33,OBL,OT,1323,201,NaN,3829,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299150,36.375,25.3600006103516,3829,183.647499978542,6B3,361.912,5.55,F5,0,Poland,6B3I,396.578,5.07,nan,E95,No
39076,70607,HB1603,21,29,BON/CTD,01-Jul-2016 23:10:16,29,21,37.29,-72.9717,NaN,27.92,OBL,OT,2279,196,NaN,3046,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299151,36.3190002441406,27.9300003051758,3046,183.962500035763,6B3,874.667,2.24,F5,0,Poland,6B3I,966.644,2.03,nan,E95,No
39077,70608,HB1603,22,31,BON/CTD,02-Jul-2016 08:30:05,31,22,38.2917,-73.985,1700,21.26,OBL,OT,517,68,NaN,73,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299153,32.1339988708496,21.2600002288818,73,184.345833331347,6B3,140.792,4.83,F5,0,Poland,6B3I,155.234,4.38,nan,E95,No
39078,70609,HB1603,23,33,BON/CTD,02-Jul-2016 23:06:33,33,23,38.615,-72.8383,NaN,21.98,OBL,OT,1272,204,NaN,2162,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299155,33.814998626709,21.9799995422363,2162,184.960833311081,6B3,342.124,5.96,F5,0,Poland,6B3I,379.762,5.37,nan,E95,No
39079,70610,HB1603,26,37,BON/CTD,03-Jul-2016 04:01:13,37,26,38.4067,-72.645,NaN,21.7,OBL,OT,1109,204,NaN,2752,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299159,33.5530014038086,21.6299991607666,2752,185.167083337903,6B3,244.913,8.33,F5,0,Poland,6B3I,273.625,7.46,nan,E95,No
39080,70611,HB1603,27,39,CTD/IKMT,03-Jul-2016 05:29:46,39,27,38.3283,-72.5267,NaN,24.05,OBL,OT,376,22,NaN,2925,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299161,35.2620010375977,24.0499992370605,2925,185.220416665077,2N3,348.7,10,F5,0,No,,NaN,NaN,,,
39080,70612,HB1603,27,40,BON/CTD,03-Jul-2016 05:42:37,40,27,38.3217,-72.5267,NaN,24.15,OBL,OT,1280,203,NaN,2928,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299162,35.3139991760254,24.1299991607666,2928,185.225833341479,6B3,353.353,5.74,F5,0,Poland,6B3I,395.818,5.13,nan,E95,No
39081,70613,HB1603,29,42,BON/CTD,03-Jul-2016 16:00:32,42,29,39.2717,-72.8233,1020,21.2,OBL,OT,402,75,NaN,83,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299164,32.0209999084473,21.2000007629395,83,185.666666686535,6B3,112.916,6.64,F5,0,Poland,6B3I,124.475,6.03,nan,E95,No
39082,70614,HB1603,30,43,BON/CTD,04-Jul-2016 00:15:59,43,30,39.215,-71.67,NaN,21.16,OBL,OT,1029,203,NaN,2382,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299165,33.875,21.1599998474121,2383,186.006250000093,6B3,236.04,8.6,F5,0,Poland,6B3I,261.287,7.77,nan,E95,No
39083,70615,HB1603,33,47,BON/CTD,04-Jul-2016 04:35:54,47,33,39.0483,-71.3467,NaN,20.65,OBL,OT,1313,204,NaN,2808,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299169,33.2840003967285,20.6499996185303,2808,186.181249991059,6B3,352.489,5.79,F5,0,Poland,6B3I,301.342,6.77,nan,E95,No
39084,70616,HB1603,35,50,BON/CTD,04-Jul-2016 15:57:46,50,35,38.74,-70.6833,NaN,24.99,OBL,OT,1323,197,NaN,3000,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299172,35.4519996643066,25.0200004577637,3000,186.648750007153,6B3,313.935,6.28,F5,0,Poland,6B3I,338.608,5.82,nan,E95,No
39085,70617,HB1603,36,51,BON/CTD,04-Jul-2016 22:59:26,51,36,38.3833,-69.875,NaN,28.05,OBL,OT,1003,206,NaN,3529,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299173,36.4029998779297,28.0499992370605,3529,186.941250026226,6B3,322.729,6.38,F5,1,Poland,6B3I,298.046,6.91,nan,E95,No
39085,70618,HB1603,36,52,CTD/IKMT,04-Jul-2016 23:26:20,52,36,38.3967,-69.8383,NaN,27.95,OBL,OT,572,26,NaN,3520,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299174,36.4049987792969,27.9500007629395,3520,186.969166696072,2N3,859.65,10,F5,0,No,,NaN,NaN,,,
39086,70619,HB1603,37,53,BON/CTD,05-Jul-2016 02:01:51,53,37,38.4383,-70.0817,NaN,27.56,OBL,OT,1278,203,NaN,3419,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299175,36.0209999084473,27.5400009155273,3419,187.083750002086,6B3,372.513,5.45,F5,0,Poland,6B3I,405.367,5.01,nan,E95,Yes
39086,70620,HB1603,37,54,CTD/IKMT,05-Jul-2016 02:29:15,54,37,38.435,-70.0583,NaN,27.61,OBL,OT,446,27,NaN,3434,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299176,36.0979995727539,27.6200008392334,3434,187.095416665077,2N3,748,10,F5,0,No,,NaN,NaN,,,
39087,70621,HB1603,38,55,BON/CTD,05-Jul-2016 03:51:42,55,38,38.485,-70.1683,NaN,25.64,OBL,OT,1230,203,NaN,3326,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299177,35.4679985046387,25.6399993896484,3326,187.146249994636,6B3,334.665,6.07,F5,0,Poland,6B3I,289.765,7.01,nan,E95,YES
39087,70622,HB1603,38,56,CTD/IKMT,05-Jul-2016 04:17:20,56,38,38.48,-70.1533,NaN,24.94,OBL,OT,406,28,NaN,3338,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299178,34.9249992370605,25.0599994659424,3338,187.173749998212,2N3,515.9,10,F5,0,Yes,,NaN,NaN,,,
39088,70623,HB1603,42,60,BON/CTD,06-Jul-2016 15:59:03,60,42,37.8367,-68.9317,NaN,27.69,OBL,OT,1300,203,NaN,4124,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299182,36.4119987487793,27.8600006103516,4124,188.649583339691,6B3,362.854,5.59,F5,1,Poland,6B3I,396.071,5.13,nan,E95,Yes
39089,70624,HB1603,43,61,BON/CTD,06-Jul-2016 22:57:45,61,43,37.6683,-68.24,NaN,28.38,OBL,OT,1435,205,NaN,4708,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299183,36.4049987792969,28.3700008392334,4708,188.940416634083,6B3,478.676,4.28,F5,0,Poland,6B3I,522.49,3.92,nan,E95,Yes
39089,70625,HB1603,43,62,CTD/IKMT,06-Jul-2016 23:32:27,62,43,37.6467,-68.2433,NaN,28.37,OBL,OT,437,27,NaN,4719,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299184,36.4070014953613,28.3500003814697,4719,188.971666634083,2N3,618.2,10,F5,0,No,,NaN,NaN,,,
39090,70626,HB1603,44,63,BON/CTD,07-Jul-2016 00:41:34,63,44,37.5,-68.2983,NaN,26.06,OBL,OT,1208,203,NaN,4766,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299185,36.375,26.3299999237061,4766,189.017083333805,6B3,308.281,6.58,F5,0,Poland,6B3I,338.355,6,nan,E95,Yes
39090,70627,HB1603,44,64,CTD/IKMT,07-Jul-2016 01:07:17,64,44,37.4833,-68.29,NaN,25.52,OBL,OT,403,28,NaN,4774,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299186,36.3639984130859,25.8600006103516,4774,189.044583335519,2N3,482.9,10,F5,0,Yes,,NaN,NaN,,,
39091,70628,HB1603,45,66,BON/CTD,07-Jul-2016 02:35:29,66,45,37.3567,-68.2767,NaN,26.64,OBL,OT,1216,201,NaN,4831,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299188,36.3380012512207,26.7000007629395,4831,189.097916662693,6B3,321.473,6.25,F5,1,Poland,6B3I,352.805,5.7,nan,E95,YES
39091,70629,HB1603,45,67,CTD/IKMT,07-Jul-2016 03:00:11,67,45,37.3467,-68.26,NaN,26.33,OBL,OT,404,28,NaN,4838,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299189,36.3359985351563,26.6800003051758,4838,189.125,2N3,427.9,10,F5,0,No,,NaN,NaN,,,
39092,70630,HB1603,49,71,BON/CTD,07-Jul-2016 15:50:46,71,49,38.2567,-68.11,NaN,27.8,OBL,OT,1641,201,NaN,4406,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299193,35.9389991760254,27.7800006866455,4406,189.645833313465,6B3,511.42,3.93,F5,5,Poland,6B3I,558.32,3.6,nan,E95,Yes
39093,70631,HB1603,50,72,BON/CTD,07-Jul-2016 23:40:24,72,50,39.0667,-67.9033,NaN,25.62,OBL,OT,1505,204,NaN,3629,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299194,35.3120002746582,25.6200008392334,3629,189.974999964237,6B3,465.327,4.38,F5,4,Poland,6B3I,510.152,4,3,E95,Yes
39093,70632,HB1603,50,73,CTD/IKMT,08-Jul-2016 00:10:36,73,50,39.0433,-67.9167,NaN,25.56,OBL,OT,612,21,NaN,3724,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299195,35.3289985656738,25.5599994659424,3724,190.004166666884,2N3,719.95,10,F5,49,Yes,,NaN,NaN,,,
39094,70633,HB1603,51,74,CTD/IKMT,08-Jul-2016 01:14:00,74,51,38.9117,-67.9417,NaN,25.56,OBL,OT,392,23,NaN,3793,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299196,35.5190010070801,25.5699996948242,3793,190.047499999404,2N3,374.55,10,F5,20,yes,,NaN,NaN,,,
39094,70634,HB1603,51,75,BON/CTD,08-Jul-2016 01:25:34,75,51,38.905,-67.9433,NaN,25.56,OBL,OT,1052,205,NaN,3805,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299197,35.4869995117188,25.5499992370605,3805,190.052083332092,6B3,217.116,9.44,F5,3,Poland,6B3I,241.006,8.51,1,E95,Yes
39095,70635,HB1603,52,76,BON/CTD,08-Jul-2016 02:34:05,76,52,38.775,-67.9783,NaN,25.67,OBL,OT,1096,205,NaN,4053,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299198,35.2169990539551,25.6700000762939,4053,190.097499996424,6B3,262.188,7.82,F5,4,Poland,6B3I,289.343,7.09,1,E95,Yes
39095,70636,HB1603,52,77,CTD/IKMT,08-Jul-2016 02:56:41,77,52,38.7683,-67.9867,NaN,25.62,OBL,OT,381,27,NaN,4059,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299199,35.2410011291504,25.6599998474121,4059,190.106666661799,2N3,314.6,10,F5,3,no,,NaN,NaN,,,
39096,70637,HB1603,53,78,BON/CTD,08-Jul-2016 04:00:37,78,53,38.6517,-68.0033,NaN,25.85,OBL,OT,1207,204,NaN,4170,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299200,35.0909996032715,25.8500003814697,4170,190.166666671634,6B3,282.133,7.23,F5,3,Poland,6B3I,310.131,6.58,6,E95,yes
39096,70638,HB1603,53,79,CTD/IKMT,08-Jul-2016 04:25:43,79,53,38.64,-68.0017,NaN,25.81,OBL,OT,412,27,NaN,4179,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299201,35.4080009460449,25.8400001525879,4179,190.177083328366,2N3,403.15,10,F5,21,no,,NaN,NaN,,,
39097,70639,HB1603,56,82,BON/CTD,08-Jul-2016 15:51:05,82,56,39.6233,-67.7683,NaN,23.15,OBL,OT,1300,202,NaN,3000,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299204,35.5359992980957,23.4300003051758,3000,190.646250009537,6B3,360.499,5.6,F5,0,Poland,6B3I,398.437,5.07,nan,E95,yes
39098,70640,HB1603,57,83,BON/CTD,08-Jul-2016 23:37:40,83,57,40.425,-67.6883,1150,20.24,OBL,OT,1185,170,NaN,220,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299205,33.2029991149902,20.2299995422363,220,190.973750054836,6B3,324.457,5.24,F5,0,Poland,6B3I,362.101,4.69,nan,E95,yes
39099,70641,HB1603,59,85,BON/CTD,11-Jul-2016 09:02:22,85,59,40.08,-72.85,1010,22.31,OBL,OT,501,50,NaN,53,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299207,31.5750007629395,22.3099994659424,53,193.375833362341,6B3,171.337,2.92,F5,0,Poland,6B3I,190.219,2.63,nan,E95,yes
39100,70642,HB1603,60,87,BON/CTD,11-Jul-2016 15:58:34,87,60,39.5433,-73.97,3200,23.64,OBL,OT,345,19,NaN,26,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299209,31.8139991760254,23.6499996185303,26,193.64916664362,6B3,102.394,1.86,F5,0,Poland,6B3I,112.813,1.68,nan,E95,yes
39101,70643,HB1603,61,88,BON/CTD,11-Jul-2016 23:46:11,88,61,39.1117,-74.4917,3230,24.02,OBL,OT,411,16,NaN,22,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299210,31.8920001983643,24.0400009155273,22,193.977499961853,6B3,119.433,1.34,F5,0,Poland,6B3I,131.489,1.22,nan,E95,yes
39102,70644,HB1603,66,93,BON/CTD,12-Jul-2016 09:04:30,93,66,38.69,-74.5767,1690,24.16,OBL,OT,391,28,NaN,33,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299215,31.9939994812012,24.1499996185303,33,194.376666665077,6B3,106.791,5.24,F5,0,Poland,6B3I,117.714,2.38,nan,E95,yes
39103,70645,HB1603,67,95,BON/CTD,12-Jul-2016 15:53:37,95,67,38.415,-74.8333,3290,22.51,OBL,OT,390,16,NaN,22,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299217,31.4160003662109,22.4899997711182,22,194.647083342075,6B3,93.599,1.71,F5,0,Poland,6B3I,99.884,1.6,nan,E95,yes
39104,70646,HB1603,68,96,BON/CTD,12-Jul-2016 22:12:23,96,68,38.605,-74.0417,1690,24.57,OBL,OT,455,52,NaN,55,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299218,31.7159996032715,24.5699996948242,55,194.921666681767,6B3,129.17,4.03,F5,0,Poland,6B3I,141.798,3.67,1,E95,yes
39105,70647,HB1603,69,97,BON/CTD,13-Jul-2016 08:27:34,97,69,39.5333,-72.63,1020,21.26,OBL,OT,524,79,NaN,83,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299219,32.5900001525879,21.2600002288818,83,195.344583362341,6B3,164.034,4.82,F5,0,Poland,6B3I,181.093,4.36,nan,E95,yes
39106,70648,HB1603,70,99,BON/CTD,13-Jul-2016 15:54:49,99,70,39.38,-71.6883,NaN,23.94,OBL,OT,1200,203,NaN,2200,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299221,35.1749992370605,23.9500007629395,2200,195.647499978542,6B3,314.092,6.46,F5,1,Poland,6B3I,345.96,5.87,1,E95,yes
39107,70649,HB1603,71,100,BON/CTD,13-Jul-2016 22:32:39,100,71,39.8317,-71.5283,NaN,22.84,OBL,OT,1377,202,NaN,550,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299222,33.8689994812012,22.8799991607666,550,195.930000007153,6B3,480.168,4.21,F5,0,Poland,6B3I,493.758,4.09,nan,E95,yes
39108,70650,HB1603,72,101,BON/CTD,19-Jul-2016 09:01:06,101,72,40.2017,-71.2983,1060,23.04,OBL,OT,698,92,NaN,96,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299223,32.2589988708496,23.0400009155273,96,201.375416666269,6B3,187.12,4.92,F5,0,Poland,6B3I,205.599,4.47,nan,E95,No
39109,70651,HB1603,73,103,BON/CTD,19-Jul-2016 16:01:34,103,73,39.6067,-70.49,NaN,25.01,OBL,OT,1457,215,NaN,216,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299225,35.0999984741211,25.0100002288818,2265,201.667083323002,6B3,400.545,5.37,F5,0,Poland,6B3I,440.352,4.88,nan,E95,No
39110,70652,HB1603,74,104,BON/CTD,19-Jul-2016 21:49:17,104,74,40.1933,-70.385,1110,23.57,OBL,OT,707,113,NaN,117,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299226,34.0359992980957,23.5699996948242,117,201.895416676998,6B3,187.905,6.01,F5,0,Poland,6B3I,206.866,5.46,nan,E95,No
39111,70653,HB1603,79,109,BON/CTD,20-Jul-2016 15:48:24,109,79,39.7983,-69.4833,NaN,25.35,OBL,OT,1174,203,NaN,204,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299231,35.1040000915527,25.4400005340576,1780,202.644999980927,6B3,341.104,5.95,F5,0,Poland,6B3I,381.283,5.32,nan,E95,No
39112,70654,HB1603,80,110,BON/CTD,20-Jul-2016 22:53:28,110,80,40.1383,-68.805,1110,20.28,OBL,OT,1079,172,NaN,183,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299232,32.4109992980957,20.2800006866455,183,202.93875002861,6B3,294.932,5.83,F5,0,Poland,6B3I,328.721,5.23,nan,E95,No
39113,70655,HB1603,85,115,BON/CTD,21-Jul-2016 15:47:26,115,85,40.3317,-68.1267,NaN,19.84,OBL,OT,1190,200,NaN,951,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299237,33.0449981689453,19.8899993896484,951,203.64458334446,6B3,325.163,6.15,F5,0,Poland,6B3I,360.495,5.55,nan,E95,No
39114,70656,HB1603,86,116,BON/CTD,21-Jul-2016 22:57:11,116,86,40.2667,-67.4983,NaN,21.89,OBL,OT,1521,202,NaN,1384,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299238,33.9189987182617,21.8899993896484,1384,203.940416634083,6B3,440.435,4.59,F5,0,Poland,6B3I,486.998,4.15,nan,E95,No
39115,70657,HB1603,88,118,CTD/IKMT,22-Jul-2016 08:07:58,118,88,40.0067,-67.6533,NaN,22.32,OBL,OT,615,21,NaN,2832,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299240,33.6809997558594,22.3199996948242,2832,204.33624997735,2N3,952.6,10,F5,0,no,,NaN,NaN,,,
39115,70658,HB1603,88,119,BON/CTD,22-Jul-2016 08:24:59,119,88,39.9967,-67.6533,NaN,22.32,OBL,OT,1333,204,NaN,2897,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299241,33.6310005187988,22.3199996948242,2897,204.343333333731,6B3,399.289,5.11,F5,0,Poland,6B3I,431.056,4.73,nan,E95,No
39116,70659,HB1603,89,121,BON/CTD,22-Jul-2016 15:47:33,121,89,39.6967,-66.6117,NaN,23.56,OBL,OT,1120,202,NaN,4200,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299243,34.7610015869141,23.5499992370605,4200,204.64458334446,6B3,282.211,7.16,F5,0,Poland,6B3I,313.257,6.45,nan,E95,No
39117,70660,HB1603,90,122,BON/CTD,22-Jul-2016 23:05:04,122,90,39.3933,-65.6217,NaN,27.41,OBL,OT,1414,212,NaN,4437,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299244,36.1150016784668,27.4200000762939,4437,204.960416615009,6B3,399.917,5.3,F5,0,Poland,6B3I,431.732,4.91,nan,E95,No
39117,70661,HB1603,90,123,CTD/IKMT,22-Jul-2016 23:33:45,123,90,39.3933,-65.6167,NaN,27.44,OBL,OT,431,26,NaN,4424,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299245,36.1180000305176,27.4300003051758,4424,204.972083330154,2N3,608.3,10,F5,0,no,,NaN,NaN,,,
39118,70662,HB1603,95,128,BON/CTD,24-Jul-2016 10:04:24,128,95,40.15,-67.2167,NaN,22.28,OBL,OT,1214,201,NaN,1800,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299250,34.1290016174316,22.2800006866455,1800,206.41833332181,6B3,341.575,5.88,F5,0,Poland,6B3I,377.48,5.32,nan,E95,No
39119,70663,HB1603,96,129,BON/CTD,24-Jul-2016 15:45:50,129,96,40.8233,-66.9233,1130,16.44,OBL,OT,560,89,NaN,101,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299251,32.5419998168945,16.5100002288818,101,206.643750011921,6B3,174.713,5.09,F5,0,Poland,6B3I,194.022,4.59,nan,E95,No
39120,70664,HB1603,99,132,BON/CTD,25-Jul-2016 08:56:11,132,99,40.7383,-66.3017,NaN,21.31,OBL,OT,1306,204,NaN,2500,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299254,34.056999206543,21.2900009155273,2500,207.356666684151,6B3,367.409,5.55,F5,0,Poland,6B3I,408.071,5,nan,E95,No
39121,70665,HB1603,100,134,BON/CTD,25-Jul-2016 15:46:59,134,100,41.4283,-65.9733,1180,17.9,OBL,OT,1533,201,NaN,348,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299256,32.3359985351563,18,348,207.644166648388,6B3,480.796,4.18,F5,0,Poland,6B3I,493.167,4.08,nan,E95,No
39122,70666,HB1603,101,135,BON/CTD,25-Jul-2016 22:55:41,135,101,41.9517,-65.42,NaN,21.14,OBL,OT,1320,201,NaN,1491,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299257,34.4570007324219,21.1399993896484,1491,207.939583301544,6B3,397.797,5.05,F5,0,Poland,6B3I,442.549,4.54,nan,E95,No
39123,70667,HB1603,107,141,BON/CTD,27-Jul-2016 15:46:18,141,107,41.6433,-64.965,NaN,22.02,OBL,OT,1531,202,NaN,2726,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299263,34.7060012817383,22.1399993896484,2726,209.644166648388,6B3,461.401,4.38,F5,0,Poland,6B3I,504.997,4,nan,E95,No
39124,70668,HB1603,110,144,BON/CTD,28-Jul-2016 09:15:45,144,110,40.9233,-65.05,NaN,24.24,OBL,OT,1169,202,NaN,3639,11-Jan-0017,11-Jan-0017,PLANKTON,PLANKTON,18299266,35.1059989929199,24.2399997711182,3639,210.38124999404,6B3,290.064,6.96,F5,0,Poland,6B3I,318.581,6.34,nan,E95,No
